,Unnamed: 0,horse_id,name,genotype,bloodline,breed_type,color,super_coat,mother,father,horse_type,birthday,starting_class_level,class_level,max_class_level,address
17,4111,422656,Amethyst Blaze,Z16,Buterin,legendary,Oval Orchid,False,20737.0,26144.0,Colt,2022-06-06T04:17:54,370.0,370.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
18,4388,422656,Amethyst Blaze,Z16,Buterin,legendary,Oval Orchid,False,20737.0,26144.0,Colt,2022-06-06T04:17:54,370.0,370.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
19,6,342199,Southwest Almighty,Z14,Buterin,exclusive,Colombo Spice,False,14183.0,50820.0,Mare,2022-03-05T15:01:46,341.0,343.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
20,3414,342199,Southwest Almighty,Z14,Buterin,exclusive,Colombo Spice,False,14183.0,50820.0,Mare,2022-03-05T15:01:46,341.0,343.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
21,4259,342199,Southwest Almighty,Z14,Buterin,exclusive,Colombo Spice,False,14183.0,50820.0,Mare,2022-03-05T15:01:46,341.0,343.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
22,4387,342199,Southwest Almighty,Z14,Buterin,exclusive,Colombo Spice,False,14183.0,50820.0,Mare,2022-03-05T15:01:46,341.0,343.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
23,7,1175,High Octane Council,Z3,Szabo,genesis,Space Sparkle,False,,,Stallion,2019-03-24T14:41:18,504.0,504.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
24,8,407543,Fuel Sub,Z26,Finney,elite,Sienna,False,169600.0,168834.0,Filly,2022-05-10T01:46:35,404.0,407.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
25,8205,407543,Fuel Sub,Z26,Finney,elite,Sienna,False,169600.0,168834.0,Filly,2022-05-10T01:46:35,404.0,407.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
26,9202,407543,Fuel Sub,Z26,Finney,elite,Sienna,False,169600.0,168834.0,Filly,2022-05-10T01:46:35,404.0,407.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
27,9,417700,Strange Forces,Z15,Finney,elite,Fawn,False,382777.0,186768.0,Stallion,2022-05-28T18:03:24,432.0,432.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
28,17,417700,Strange Forces,Z15,Finney,elite,Fawn,False,382777.0,186768.0,Stallion,2022-05-28T18:03:24,432.0,432.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
29,5656,417700,Strange Forces,Z15,Finney,elite,Fawn,False,382777.0,186768.0,Stallion,2022-05-28T18:03:24,432.0,432.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
30,10,145156,Rudy Toot,Z5,Szabo,exclusive,Caribbean Green,False,35036.0,1347.0,Mare,2021-11-10T16:18:38,518.0,526.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
31,91,145156,Rudy Toot,Z5,Szabo,exclusive,Caribbean Green,False,35036.0,1347.0,Mare,2021-11-10T16:18:38,518.0,526.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
32,12,387590,WiNtEr ThOr,Z7,Nakamoto,exclusive,Burnt Sienna,False,186559.0,71251.0,Mare,2022-04-08T05:25:34,345.0,347.0,400.0,0x9fdf9d5f4b4e29a9d44b854c681c8a16e9c6175d
33,205,387590,WiNtEr ThOr,Z7,Nakamoto,exclusive,Burnt Sienna,False,186559.0,71251.0,Mare,2022-04-08T05:25:34,345.0,347.0,400.0,0x9fdf9d5f4b4e29a9d44b854c681c8a16e9c6175d
34,13,450257,Sigh Co,Z6,Nakamoto,exclusive,Fire Opal,False,433272.0,20826.0,Colt,2022-07-24T08:08:56,418.0,418.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
35,944,450257,Sigh Co,Z6,Nakamoto,exclusive,Fire Opal,False,433272.0,20826.0,Colt,2022-07-24T08:08:56,418.0,418.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
36,5103,450257,Sigh Co,Z6,Nakamoto,exclusive,Fire Opal,False,433272.0,20826.0,Colt,2022-07-24T08:08:56,418.0,418.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
37,5938,450257,Sigh Co,Z6,Nakamoto,exclusive,Fire Opal,False,433272.0,20826.0,Colt,2022-07-24T08:08:56,418.0,418.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
38,6174,450257,Sigh Co,Z6,Nakamoto,exclusive,Fire Opal,False,433272.0,20826.0,Colt,2022-07-24T08:08:56,418.0,418.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
39,7230,450257,Sigh Co,Z6,Nakamoto,exclusive,Fire Opal,False,433272.0,20826.0,Colt,2022-07-24T08:08:56,418.0,418.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
40,7304,450257,Sigh Co,Z6,Nakamoto,exclusive,Fire Opal,False,433272.0,20826.0,Colt,2022-07-24T08:08:56,418.0,418.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
41,14,490158,My Guest,Z6,Szabo,legendary,Anti-Flash White,False,25298.0,1065.0,Colt,2022-10-01T18:38:23,445.0,445.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
42,945,490158,My Guest,Z6,Szabo,legendary,Anti-Flash White,False,25298.0,1065.0,Colt,2022-10-01T18:38:23,445.0,445.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
43,7306,490158,My Guest,Z6,Szabo,legendary,Anti-Flash White,False,25298.0,1065.0,Colt,2022-10-01T18:38:23,445.0,445.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
44,15,135161,Transmitting Secrets,Z2,Nakamoto,legendary,Deep Taupe,False,8608.0,13252.0,Colt,2021-10-23T17:21:51,434.0,434.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
45,946,135161,Transmitting Secrets,Z2,Nakamoto,legendary,Deep Taupe,False,8608.0,13252.0,Colt,2021-10-23T17:21:51,434.0,434.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
46,3139,135161,Transmitting Secrets,Z2,Nakamoto,legendary,Deep Taupe,False,8608.0,13252.0,Colt,2021-10-23T17:21:51,434.0,434.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
47,3978,135161,Transmitting Secrets,Z2,Nakamoto,legendary,Deep Taupe,False,8608.0,13252.0,Colt,2021-10-23T17:21:51,434.0,434.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
48,4210,135161,Transmitting Secrets,Z2,Nakamoto,legendary,Deep Taupe,False,8608.0,13252.0,Colt,2021-10-23T17:21:51,434.0,434.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
49,5167,135161,Transmitting Secrets,Z2,Nakamoto,legendary,Deep Taupe,False,8608.0,13252.0,Colt,2021-10-23T17:21:51,434.0,434.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
50,5642,135161,Transmitting Secrets,Z2,Nakamoto,legendary,Deep Taupe,False,8608.0,13252.0,Colt,2021-10-23T17:21:51,434.0,434.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
51,6621,135161,Transmitting Secrets,Z2,Nakamoto,legendary,Deep Taupe,False,8608.0,13252.0,Colt,2021-10-23T17:21:51,434.0,434.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
52,6983,135161,Transmitting Secrets,Z2,Nakamoto,legendary,Deep Taupe,False,8608.0,13252.0,Colt,2021-10-23T17:21:51,434.0,434.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
53,16,9767,Sole Custodian,Z5,Finney,genesis,Mystic Maroon,False,,,Mare,2020-11-14T01:33:00,465.0,465.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
54,323,9767,Sole Custodian,Z5,Finney,genesis,Mystic Maroon,False,,,Mare,2020-11-14T01:33:00,465.0,465.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
55,1769,9767,Sole Custodian,Z5,Finney,genesis,Mystic Maroon,False,,,Mare,2020-11-14T01:33:00,465.0,465.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
56,2030,9767,Sole Custodian,Z5,Finney,genesis,Mystic Maroon,False,,,Mare,2020-11-14T01:33:00,465.0,465.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
57,3016,9767,Sole Custodian,Z5,Finney,genesis,Mystic Maroon,False,,,Mare,2020-11-14T01:33:00,465.0,465.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
58,3238,9767,Sole Custodian,Z5,Finney,genesis,Mystic Maroon,False,,,Mare,2020-11-14T01:33:00,465.0,465.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
59,4092,9767,Sole Custodian,Z5,Finney,genesis,Mystic Maroon,False,,,Mare,2020-11-14T01:33:00,465.0,465.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
60,18,355537,The Gregson,Z39,Buterin,elite,Colombo Spice,False,151884.0,128805.0,Filly,2022-03-14T06:41:06,21.0,21.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
61,109,355537,The Gregson,Z39,Buterin,elite,Colombo Spice,False,151884.0,128805.0,Filly,2022-03-14T06:41:06,21.0,21.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
62,1564,355537,The Gregson,Z39,Buterin,elite,Colombo Spice,False,151884.0,128805.0,Filly,2022-03-14T06:41:06,21.0,21.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
63,2432,355537,The Gregson,Z39,Buterin,elite,Colombo Spice,False,151884.0,128805.0,Filly,2022-03-14T06:41:06,21.0,21.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
64,19,52389,Bathing Margot,Z5,Nakamoto,exclusive,Byzantine,False,10631.0,10609.0,Mare,2021-07-20T17:41:42,351.0,351.0,400.0,0xf456b6e278c7280132e85062577bcca29cf6c58f
65,20,394476,Thong of Destiny,Z10,Finney,exclusive,Destiny,False,88538.0,21466.0,Mare,2022-04-17T01:26:31,331.0,331.0,400.0,0xf456b6e278c7280132e85062577bcca29cf6c58f
66,21,7999,The Khaleesi,Z4,Nakamoto,legendary,Stronghold Ivory,False,595.0,592.0,Mare,2020-07-18T23:51:04,422.0,422.0,500.0,0xf456b6e278c7280132e85062577bcca29cf6c58f
67,22,443155,The Dragons Breath,Z12,Szabo,exclusive,Battle Horse Gray,False,412849.0,9021.0,Colt,2022-07-12T05:55:51,411.0,411.0,500.0,0xf456b6e278c7280132e85062577bcca29cf6c58f
68,23,502730,Ocean Wreck,Z8,Finney,legendary,Cinnamon Satin,False,2988.0,25844.0,Colt,2022-10-30T15:21:27,375.0,375.0,500.0,0xc6629372421d19fb9a56a4c6e2ab6ec503b68981
69,1415,502730,Ocean Wreck,Z8,Finney,legendary,Cinnamon Satin,False,2988.0,25844.0,Colt,2022-10-30T15:21:27,375.0,375.0,500.0,0xc6629372421d19fb9a56a4c6e2ab6ec503b68981
70,2006,502730,Ocean Wreck,Z8,Finney,legendary,Cinnamon Satin,False,2988.0,25844.0,Colt,2022-10-30T15:21:27,375.0,375.0,500.0,0xc6629372421d19fb9a56a4c6e2ab6ec503b68981
71,24,518220,Trick Hooves,Z22,Buterin,exclusive,Bright Cerulean,False,475911.0,46111.0,Filly,2022-12-29T04:46:18,424.0,424.0,500.0,0x6348d71a9581b23194b7e0ed6bd3fe6b447164c6
72,1416,518220,Trick Hooves,Z22,Buterin,exclusive,Bright Cerulean,False,475911.0,46111.0,Filly,2022-12-29T04:46:18,424.0,424.0,500.0,0x6348d71a9581b23194b7e0ed6bd3fe6b447164c6
73,1966,518220,Trick Hooves,Z22,Buterin,exclusive,Bright Cerulean,False,475911.0,46111.0,Filly,2022-12-29T04:46:18,424.0,424.0,500.0,0x6348d71a9581b23194b7e0ed6bd3fe6b447164c6
74,25,429367,Steelhead,Z26,Buterin,exclusive,Battle Horse Gray,False,77007.0,3105.0,Colt,2022-06-17T03:01:11,87.0,87.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
75,6940,429367,Steelhead,Z26,Buterin,exclusive,Battle Horse Gray,False,77007.0,3105.0,Colt,2022-06-17T03:01:11,87.0,87.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
76,8006,429367,Steelhead,Z26,Buterin,exclusive,Battle Horse Gray,False,77007.0,3105.0,Colt,2022-06-17T03:01:11,87.0,87.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
77,8581,429367,Steelhead,Z26,Buterin,exclusive,Battle Horse Gray,False,77007.0,3105.0,Colt,2022-06-17T03:01:11,87.0,87.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
78,26,210821,Orc Princess,Z14,Finney,exclusive,Dark Moss,False,167139.0,52273.0,Mare,2022-02-13T00:05:49,501.0,502.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
79,6155,210821,Orc Princess,Z14,Finney,exclusive,Dark Moss,False,167139.0,52273.0,Mare,2022-02-13T00:05:49,501.0,502.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
80,7226,210821,Orc Princess,Z14,Finney,exclusive,Dark Moss,False,167139.0,52273.0,Mare,2022-02-13T00:05:49,501.0,502.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
81,7360,210821,Orc Princess,Z14,Finney,exclusive,Dark Moss,False,167139.0,52273.0,Mare,2022-02-13T00:05:49,501.0,502.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
82,8519,210821,Orc Princess,Z14,Finney,exclusive,Dark Moss,False,167139.0,52273.0,Mare,2022-02-13T00:05:49,501.0,502.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
83,8658,210821,Orc Princess,Z14,Finney,exclusive,Dark Moss,False,167139.0,52273.0,Mare,2022-02-13T00:05:49,501.0,502.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
84,27,9660,Dark Dancer,Z3,Nakamoto,exclusive,Midnight Black,False,8577.0,8607.0,Stallion,2020-11-06T13:43:41,348.0,348.0,400.0,0x4998b65e8eaf9fb5550db5a2c0c395d4619cc72b
85,1754,9660,Dark Dancer,Z3,Nakamoto,exclusive,Midnight Black,False,8577.0,8607.0,Stallion,2020-11-06T13:43:41,348.0,348.0,400.0,0x4998b65e8eaf9fb5550db5a2c0c395d4619cc72b
86,28,411301,Magical Realism,Z4,Nakamoto,legendary,Celestial Blue,False,880.0,877.0,Stallion,2022-05-16T09:11:02,398.0,398.0,500.0,0x45e6c8c71b3083b48acf6130c72b5d33fbaeeae3
87,250,411301,Magical Realism,Z4,Nakamoto,legendary,Celestial Blue,False,880.0,877.0,Stallion,2022-05-16T09:11:02,398.0,398.0,500.0,0x45e6c8c71b3083b48acf6130c72b5d33fbaeeae3
88,33,2016,Karaoke Dentist,Z5,Finney,genesis,Dark Lava,False,,,Mare,2019-04-04T00:11:50,455.0,455.0,700.0,0x080ad9d187b0fd917313bcb99b9fed79ec6b5aae
89,1744,2016,Karaoke Dentist,Z5,Finney,genesis,Dark Lava,False,,,Mare,2019-04-04T00:11:50,455.0,455.0,700.0,0x080ad9d187b0fd917313bcb99b9fed79ec6b5aae
90,34,6632,This Shh is Bananas,Z7,Finney,legendary,Banana Mania,False,2256.0,753.0,Filly,2020-04-04T20:00:14,355.0,355.0,500.0,0xf63f246752f4faf5b320eae4791ad4a23f3f6dfd
91,1059,6632,This Shh is Bananas,Z7,Finney,legendary,Banana Mania,False,2256.0,753.0,Filly,2020-04-04T20:00:14,355.0,355.0,500.0,0xf63f246752f4faf5b320eae4791ad4a23f3f6dfd
92,35,498372,31 Length Win,Z31,Buterin,elite,Cinnamon Satin,False,435271.0,439041.0,Filly,2022-10-20T20:32:27,305.0,305.0,400.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
93,36,502170,Silky Smooth Rasta,Z21,Szabo,cross,Azure,False,210853.0,475095.0,Filly,2022-10-29T05:38:04,335.0,335.0,400.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
94,353,502170,Silky Smooth Rasta,Z21,Szabo,cross,Azure,False,210853.0,475095.0,Filly,2022-10-29T05:38:04,335.0,335.0,400.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
95,386,502170,Silky Smooth Rasta,Z21,Szabo,cross,Azure,False,210853.0,475095.0,Filly,2022-10-29T05:38:04,335.0,335.0,400.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
96,37,502574,Virginia Boom Boom,Z27,Buterin,exclusive,Colombo Spice,False,29455.0,31636.0,Filly,2022-10-30T13:42:10,256.0,256.0,400.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
97,74,502574,Virginia Boom Boom,Z27,Buterin,exclusive,Colombo Spice,False,29455.0,31636.0,Filly,2022-10-30T13:42:10,256.0,256.0,400.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
98,93,502574,Virginia Boom Boom,Z27,Buterin,exclusive,Colombo Spice,False,29455.0,31636.0,Filly,2022-10-30T13:42:10,256.0,256.0,400.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
99,317,502574,Virginia Boom Boom,Z27,Buterin,exclusive,Colombo Spice,False,29455.0,31636.0,Filly,2022-10-30T13:42:10,256.0,256.0,400.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
100,347,502574,Virginia Boom Boom,Z27,Buterin,exclusive,Colombo Spice,False,29455.0,31636.0,Filly,2022-10-30T13:42:10,256.0,256.0,400.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
101,38,508853,Pete Mcsnake,Z6,Nakamoto,elite,Electric Violet,False,376927.0,366703.0,Filly,2022-11-20T11:35:35,442.0,447.0,500.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
102,98,508853,Pete Mcsnake,Z6,Nakamoto,elite,Electric Violet,False,376927.0,366703.0,Filly,2022-11-20T11:35:35,442.0,447.0,500.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
103,170,508853,Pete Mcsnake,Z6,Nakamoto,elite,Electric Violet,False,376927.0,366703.0,Filly,2022-11-20T11:35:35,442.0,447.0,500.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
104,230,508853,Pete Mcsnake,Z6,Nakamoto,elite,Electric Violet,False,376927.0,366703.0,Filly,2022-11-20T11:35:35,442.0,447.0,500.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
105,269,508853,Pete Mcsnake,Z6,Nakamoto,elite,Electric Violet,False,376927.0,366703.0,Filly,2022-11-20T11:35:35,442.0,447.0,500.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
106,307,508853,Pete Mcsnake,Z6,Nakamoto,elite,Electric Violet,False,376927.0,366703.0,Filly,2022-11-20T11:35:35,442.0,447.0,500.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
107,340,508853,Pete Mcsnake,Z6,Nakamoto,elite,Electric Violet,False,376927.0,366703.0,Filly,2022-11-20T11:35:35,442.0,447.0,500.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
108,1062,508853,Pete Mcsnake,Z6,Nakamoto,elite,Electric Violet,False,376927.0,366703.0,Filly,2022-11-20T11:35:35,442.0,447.0,500.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
109,1101,508853,Pete Mcsnake,Z6,Nakamoto,elite,Electric Violet,False,376927.0,366703.0,Filly,2022-11-20T11:35:35,442.0,447.0,500.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
110,39,515389,My last Tisha,Z23,Nakamoto,cross,Cyclamen,False,499334.0,118256.0,Colt,2022-12-17T20:49:47,182.0,182.0,200.0,0x3a1ca9ffb0f951b2a5c4918d2159107ff18c4b56
111,40,501553,Abstraction,Z13,Szabo,exclusive,Space Sparkle,False,485704.0,370259.0,Mare,2022-10-27T19:54:59,504.0,507.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
112,59,501553,Abstraction,Z13,Szabo,exclusive,Space Sparkle,False,485704.0,370259.0,Mare,2022-10-27T19:54:59,504.0,507.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
113,356,501553,Abstraction,Z13,Szabo,exclusive,Space Sparkle,False,485704.0,370259.0,Mare,2022-10-27T19:54:59,504.0,507.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
114,384,501553,Abstraction,Z13,Szabo,exclusive,Space Sparkle,False,485704.0,370259.0,Mare,2022-10-27T19:54:59,504.0,507.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
115,41,517257,Under 500,Z18,Buterin,legendary,Desert Sand,False,21906.0,46915.0,Colt,2022-12-24T10:34:56,507.0,515.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
116,60,517257,Under 500,Z18,Buterin,legendary,Desert Sand,False,21906.0,46915.0,Colt,2022-12-24T10:34:56,507.0,515.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
117,142,517257,Under 500,Z18,Buterin,legendary,Desert Sand,False,21906.0,46915.0,Colt,2022-12-24T10:34:56,507.0,515.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
118,175,517257,Under 500,Z18,Buterin,legendary,Desert Sand,False,21906.0,46915.0,Colt,2022-12-24T10:34:56,507.0,515.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
119,1555,517257,Under 500,Z18,Buterin,legendary,Desert Sand,False,21906.0,46915.0,Colt,2022-12-24T10:34:56,507.0,515.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
120,1730,517257,Under 500,Z18,Buterin,legendary,Desert Sand,False,21906.0,46915.0,Colt,2022-12-24T10:34:56,507.0,515.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
121,2040,517257,Under 500,Z18,Buterin,legendary,Desert Sand,False,21906.0,46915.0,Colt,2022-12-24T10:34:56,507.0,515.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
122,2071,517257,Under 500,Z18,Buterin,legendary,Desert Sand,False,21906.0,46915.0,Colt,2022-12-24T10:34:56,507.0,515.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
123,3338,517257,Under 500,Z18,Buterin,legendary,Desert Sand,False,21906.0,46915.0,Colt,2022-12-24T10:34:56,507.0,515.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
124,3778,517257,Under 500,Z18,Buterin,legendary,Desert Sand,False,21906.0,46915.0,Colt,2022-12-24T10:34:56,507.0,515.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
125,42,447227,Ninpulse,Z11,Szabo,exclusive,Destiny,False,366715.0,409898.0,Mare,2022-07-19T09:50:03,504.0,507.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
126,92,447227,Ninpulse,Z11,Szabo,exclusive,Destiny,False,366715.0,409898.0,Mare,2022-07-19T09:50:03,504.0,507.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
127,43,487210,Psycho Zaku,Z10,Nakamoto,exclusive,Space Sparkle,False,474752.0,474753.0,Mare,2022-09-25T14:36:19,510.0,518.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
128,56,487210,Psycho Zaku,Z10,Nakamoto,exclusive,Space Sparkle,False,474752.0,474753.0,Mare,2022-09-25T14:36:19,510.0,518.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
129,44,497958,Death Pickles,Z16,Szabo,exclusive,Royal Blue,False,16137.0,468866.0,Filly,2022-10-19T12:53:24,504.0,507.0,700.0,0xf3a70d2e17e456840b49d13871612a595984c6eb
